English,Hindi
group axiom,समूह अभिगृहीत
group control,समूह नियंत्रण
grouped series,समूहित श्रेणी
group of symmetries,सममितियों का समूह
group of transformation,रूपांतरण-समूह
groupoid,समूहाभ
group theoretical assumption,समूह सैद्‌धांतिक कल्पना
group theory,समूह सिद्‌धांत
growth,वृद्‌धि
growth formula,वृद्‌धि सूत्र
growth rate,वृद्‌धि-दर
g-statistic,g-प्रतिदर्शज
guessed average,अनुमानित माध्य
half adder,अर्ध योजक
half open interval,अर्धविवृत अंतराल
half space,अर्ध समष्टि
Hamilton Cayley Theorem,हैमिल्टन केली प्रमेय
Hamiltonian operator,हैमिल्टनी प्रचालक
Hamilton's quaternion algebra,हैमिल्टन की चतुष्टयी बीजावली
harmonic," संनादी , प्रसंवादी, हार्मोनिक , हरात्मक"
harmonic envelope,हरात्मक अन्वालोप
harmonic mean,हरात्मक माध्य
harmonic progression,हरात्मक श्रेढ़ी
harmonics,"प्रसंवादी विश्लेषण, गुणावृत्ति"
harmonic series,हरात्मक श्रेणी
height,"ऊंचाई, उच्चता, तुंगता"
