English,Hindi
discount,बट्टा;फिरता;मितिकाटा;छूट
discourage,साहसहीन करना;मन तोडना
discouragement,साहसहीनता;उत्साहभंग
discourse,बातचीत;संवाद;संभाषण;उपदेश
discover,खोलना;उधारना;प्रकट करना
discovery,प्रकाशन;अनुसंधान;ढूंढ;खोज
discredit,अविश्वास;अपकीर्ति;अप्रतिष्ठा
discreet,बुद्धिमान;चैतन्य;चतुर;चौकस
discrepancy,विरोध;असंगति;विभेद;विरुद्धता
discretion,विचार;बुद्धि;समझ;विवेक
discriminate,भेद करना;पहचानना;लक्षण करना
discrimination,भेद करना;पहचान;समझ;विवेक
discuss,चर्चा करना;वादानुवाद करना
discussion,चर्चा;वादविवाद;वितर्क;परीक्षा
disdain,घृणा;तिरस्कार;अवहेलना
disdainful,घमण्डी;अभिमानी;घृणायुक्त
disease,व्याधि;खेद;बीमारी;रोग;पीडा
disembark,जहाज से उतारना
disenchant,:ना
disengage,अलग करना;छोडना;छुडाना
disengagement,छुटकारा;मुक्ति;मोक्षण;सुख
disfavour,अप्रसन्नता;अकृपा;अरुचि;अपमान
disfigure,कुरूप करना;रूप बिगाडना
disgorge,वमन करना;छांट करना;उगल देना
disgrace,लज्जा;अपमान;निरादर;अपयश;कलंक
disgraceful,लज्जाप्रद;निन्द्य;कलंककर;बुरा
disguise,भेष;छद्म वेष;स्वांग;भेष बदलना
disgust,घृणा;अरुचि;घृणा करना;उचाटना
dish,थाली;रकाबी;खाना;भोजन;परोसा
dishearten,मन तोडना;उदास करना;निराश करना
dishevel,बाल बखेरना
dishonest,बेईमान;खोटा;वंचक;कपटी;घटिया
dishonesty,बेईमानी;कपटता;अधर्म;कुटिलता
dishonour,अपमान;अपकीर्ति;निरादार;लज्जा
dishonourable,अपमानकारक;नीच;कलंककर
dishonourably,अपमान से;नीचता से
disincline,विरक्त करना;मन फेरना
disingenuous,कपटी;खोटा
disintegrate,अलग अलग करना;चूर्ण करना
disinterested,निःस्वार्थी;निःसम्बन्ध
disjoint,जोड अलग करना;संधि भंग करना
dislike,अरुचि;घृणा;द्वेष;घृणा करना
dislocate,जोड उखाडना;उतारना
dislocation,हटाव
dislodge,हटाना
disloyal,विश्वासघाती;निष्ठाहीन
disloyalty,विश्वासघात;अनिष्ठा;राजद्रोह
dismal,निराशाजनक;भयानक;घोर;दारुण
